,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_int,Engine_int,Power_int,Car
4368,Pune,2011,20575,Petrol,Manual,First,5.0,2.0,19.0,998.0,67.1,Maruti Zen
4369,Mumbai,2013,39879,Petrol,Manual,First,5.0,3.89,17.8,1198.0,86.7,Honda Amaze
4370,Jaipur,2017,31056,Petrol,Manual,First,5.0,3.6,23.01,999.0,67.0,Renault KWID
4371,Mumbai,2015,50940,Petrol,Automatic,First,5.0,6.95,19.12,1373.0,91.1,Maruti Ciaz
4372,Coimbatore,2016,99362,Diesel,Manual,First,5.0,7.03,22.54,1396.0,88.73,Hyundai i20
4373,Ahmedabad,2016,54000,Diesel,Manual,First,7.0,16.5,13.68,2393.0,147.8,Toyota Innova
4374,Coimbatore,2016,54268,Diesel,Manual,First,5.0,7.67,28.09,1248.0,88.5,Maruti Ciaz
4376,Kochi,2017,38932,Petrol,Manual,First,5.0,6.21,19.1,1197.0,82.0,Hyundai Xcent
4378,Mumbai,2016,29000,Diesel,Manual,First,5.0,5.95,24.4,1120.0,71.0,Hyundai Xcent
4379,Delhi,2011,58000,Diesel,Automatic,First,5.0,11.0,16.55,1968.0,140.0,Audi A4
4380,Coimbatore,2016,60913,Petrol,Manual,First,5.0,7.19,20.73,1373.0,91.1,Maruti Ciaz
4381,Delhi,2011,65000,Diesel,Manual,First,8.0,6.4,12.8,2494.0,102.0,Toyota Innova
4382,Chennai,2015,26000,Diesel,Manual,First,5.0,26.0,15.8,2148.0,170.0,Mercedes-Benz New C-Class
4383,Hyderabad,2016,19947,Petrol,Manual,First,5.0,4.5,20.36,1197.0,78.9,Hyundai i10
4384,Chennai,2011,70816,Petrol,Automatic,First,5.0,3.1,16.95,1197.0,78.9,Hyundai i10
4385,Delhi,2015,54000,Diesel,Manual,First,5.0,5.95,27.39,1248.0,74.0,Maruti Baleno
4386,Delhi,2008,138000,Petrol,Manual,First,5.0,1.2,18.2,1061.0,64.0,Maruti Zen
4388,Bangalore,2015,50000,Diesel,Automatic,First,7.0,48.0,11.33,4134.0,335.2,Audi Q7
4389,Hyderabad,2011,124652,Diesel,Automatic,First,5.0,21.99,11.7,2993.0,245.0,BMW X5
4390,Hyderabad,2013,80264,Petrol,Manual,First,5.0,4.3,21.1,1197.0,85.8,Maruti Ritz
4391,Pune,2013,125600,Diesel,Manual,First,5.0,3.75,21.64,1461.0,84.8,Nissan Sunny
4392,Mumbai,2015,49000,Petrol,Manual,First,5.0,8.95,14.28,1798.0,138.03,Toyota Corolla
4393,Pune,2012,111000,Diesel,Manual,First,5.0,4.75,23.59,1364.0,67.1,Toyota Etios
4394,Coimbatore,2016,33690,Petrol,Manual,First,5.0,14.6,14.28,1798.0,138.03,Toyota Corolla
4395,Mumbai,2012,50000,Diesel,Automatic,First,5.0,17.5,17.68,1968.0,174.33,Audi A6
4396,Kolkata,2012,38092,Diesel,Manual,First,7.0,5.2,20.77,1248.0,88.8,Maruti Ertiga
4397,Coimbatore,2017,47774,Petrol,Manual,First,5.0,6.04,18.9,1197.0,82.0,Hyundai Grand
4398,Chennai,2009,167000,Diesel,Manual,Second,5.0,2.7,19.09,1396.0,69.0,Tata Indigo
4399,Chennai,2019,65000,Diesel,Automatic,First,5.0,6.75,26.59,1248.0,74.0,Maruti Swift
4400,Kolkata,2011,46000,Petrol,Manual,First,5.0,2.35,15.26,1598.0,103.5,Volkswagen Polo
4402,Kolkata,2016,39000,Petrol,Manual,First,5.0,6.95,17.8,1497.0,117.3,Honda City
4403,Jaipur,2018,6000,Petrol,Manual,First,5.0,6.7,19.5,1199.0,86.76,Honda Amaze
4404,Hyderabad,2015,60000,Diesel,Automatic,First,5.0,25.0,17.11,1968.0,174.33,Audi A4
4405,Chennai,2011,97320,Petrol,Automatic,First,5.0,3.75,14.4,1598.0,103.6,Volkswagen Vento
4406,Chennai,2011,99807,Diesel,Manual,First,5.0,3.75,20.54,1598.0,103.6,Volkswagen Vento
4407,Pune,2013,46000,Petrol,Manual,First,5.0,5.1,17.0,1497.0,118.0,Honda City
4408,Mumbai,2010,12000,Petrol,Manual,First,5.0,2.45,22.5,998.0,67.04,Maruti WagonR
4409,Kolkata,2005,13002,Petrol,Automatic,First,5.0,3.25,9.3,2771.0,193.1,Skoda Superb
4410,Kolkata,2014,26000,Diesel,Manual,First,5.0,5.5,26.0,1498.0,98.6,Honda City
4411,Kochi,2014,68365,CNG,Manual,First,5.0,3.77,26.6,998.0,58.16,Maruti WagonR
4412,Coimbatore,2016,27833,Diesel,Automatic,First,5.0,49.24,13.0,2987.0,165.0,Mercedes-Benz M-Class
4413,Kochi,2016,51639,Petrol,Manual,First,5.0,3.04,22.74,796.0,47.3,Maruti Alto
4414,Delhi,2015,21000,Petrol,Manual,First,5.0,4.9,18.6,1197.0,81.83,Hyundai i20
4415,Bangalore,2013,90000,Diesel,Manual,First,5.0,6.25,22.7,1498.0,89.84,Ford Ecosport
4416,Hyderabad,2015,36255,Diesel,Automatic,First,5.0,33.0,19.59,1995.0,184.0,BMW 3 Series
4417,Chennai,2011,58000,Diesel,Automatic,Second,5.0,27.0,11.7,2993.0,245.0,BMW X5
4418,Coimbatore,2014,48997,Petrol,Manual,Second,5.0,5.21,18.0,1198.0,86.7,Honda Amaze
4419,Mumbai,2014,31130,Petrol,Manual,First,5.0,5.75,15.85,1499.0,110.4,Ford EcoSport
4421,Delhi,2015,12000,Petrol,Manual,First,5.0,11.0,14.53,1798.0,138.0,Toyota Corolla
4422,Pune,2014,90000,Petrol,Manual,Second,5.0,2.8,20.36,1197.0,78.9,Hyundai i10
4423,Kochi,2019,17320,Diesel,Automatic,First,5.0,37.99,15.8,2148.0,170.0,Mercedes-Benz New C-Class
4424,Delhi,2011,85000,Diesel,Manual,Second,5.0,3.65,20.0,1968.0,108.5,Skoda Laura
4425,Hyderabad,2007,130000,Diesel,Manual,First,7.0,6.0,13.1,2499.0,141.0,Ford Endeavour
4426,Coimbatore,2013,60328,Petrol,Manual,First,5.0,4.54,15.6,1196.0,70.0,Ford Figo
4427,Kochi,2015,34327,Petrol,Manual,First,5.0,5.4,18.0,1198.0,86.7,Honda Amaze
4428,Mumbai,2014,75000,Diesel,Manual,First,5.0,3.3,19.1,1405.0,70.0,Tata Indica
4431,Kochi,2013,57759,Petrol,Manual,First,5.0,3.84,21.1,814.0,55.2,Hyundai EON
4432,Kolkata,2016,24300,Petrol,Manual,First,5.0,2.44,22.74,796.0,47.3,Maruti Alto
4433,Bangalore,2011,66000,Petrol,Manual,Second,5.0,3.6,16.47,1198.0,73.9,Volkswagen Polo
4434,Mumbai,2015,75915,Petrol,Manual,First,5.0,3.9,20.36,1197.0,78.9,Hyundai i10
4435,Chennai,2013,107000,Petrol,Manual,Second,5.0,2.9,16.95,1498.0,97.7,Nissan Sunny
4436,Chennai,2008,86000,Petrol,Manual,Second,5.0,3.5,14.53,1798.0,138.1,Toyota Corolla
4437,Chennai,2009,160000,Diesel,Manual,Second,5.0,3.5,18.1,1493.0,110.0,Hyundai Verna
4438,Jaipur,2019,3000,Petrol,Manual,First,5.0,3.5,24.7,796.0,47.3,Maruti Alto
4439,Hyderabad,2015,72495,Diesel,Manual,First,5.0,7.0,21.9,1396.0,88.76,Hyundai i20
4440,Chennai,2016,33000,Diesel,Automatic,First,5.0,8.7,19.08,1582.0,126.2,Hyundai Verna
4441,Hyderabad,2014,60000,Diesel,Automatic,First,7.0,45.0,12.07,2967.0,241.4,Audi Q7
4442,Hyderabad,2016,80103,Diesel,Manual,First,5.0,1.8,25.0,1396.0,69.0,Tata Indica
4444,Kolkata,2018,4500,Petrol,Manual,First,5.0,4.8,18.9,1197.0,81.86,Hyundai Grand
4445,Mumbai,2014,97000,Diesel,Manual,First,7.0,17.95,12.55,2982.0,169.0,Toyota Fortuner
4447,Kochi,2017,51223,Petrol,Manual,First,5.0,5.66,18.9,1197.0,81.86,Hyundai Grand
4448,Delhi,2009,64000,Petrol,Manual,First,5.0,3.1,17.0,1497.0,118.0,Honda City
4450,Hyderabad,2015,147848,Diesel,Manual,First,8.0,13.2,12.8,2494.0,102.0,Toyota Innova
4452,Kochi,2019,14076,Diesel,Automatic,First,7.0,19.4,11.36,2755.0,171.5,Toyota Innova
4453,Ahmedabad,2007,75180,Petrol,Manual,First,5.0,1.65,18.2,1061.0,64.0,Maruti Zen
4454,Jaipur,2013,92000,Diesel,Manual,Second,5.0,4.35,22.9,1248.0,74.0,Maruti Swift
4456,Delhi,2007,64000,Petrol,Manual,First,5.0,1.11,18.2,998.0,67.1,Maruti Zen
4457,Mumbai,2013,41000,Diesel,Manual,First,5.0,5.5,19.87,1461.0,83.8,Renault Duster
4459,Pune,2015,50000,Petrol,Automatic,First,5.0,3.9,23.1,998.0,67.04,Maruti Celerio
4460,Pune,2013,70000,Diesel,Manual,First,5.0,1.8,17.88,1405.0,48.21,Tata Indica
4462,Hyderabad,2014,44000,Petrol,Automatic,First,5.0,4.3,23.1,998.0,67.04,Maruti Celerio
4463,Hyderabad,2017,22500,Petrol,Manual,First,5.0,5.99,18.9,1197.0,81.86,Hyundai Grand
4464,Delhi,2017,17431,Petrol,Manual,First,5.0,6.0,18.6,1197.0,81.83,Hyundai i20
4465,Delhi,2014,61566,Petrol,Manual,First,5.0,5.85,17.1,1591.0,121.3,Hyundai Verna
4467,Chennai,2009,68000,Petrol,Manual,First,5.0,2.9,16.1,1298.0,88.2,Maruti Swift
4468,Mumbai,2014,29000,Petrol,Manual,First,5.0,4.25,18.0,1198.0,86.7,Honda Amaze
4469,Hyderabad,2010,156210,Diesel,Manual,First,5.0,5.99,21.43,1364.0,87.2,Toyota Corolla
4470,Kolkata,2013,46500,Diesel,Manual,First,5.0,3.3,27.4,1498.0,98.6,Honda Amaze
4471,Coimbatore,2009,52830,Diesel,Automatic,Second,5.0,8.08,16.77,2967.0,241.38,Audi A6
4472,Jaipur,2017,39867,Petrol,Manual,First,5.0,4.5,22.5,998.0,67.04,Maruti WagonR
4474,Bangalore,2006,66000,Petrol,Automatic,Second,5.0,3.9,10.1,2354.0,152.0,Honda CR-V
4475,Delhi,2013,52000,Petrol,Manual,First,5.0,5.25,17.1,1591.0,121.3,Hyundai Verna
4477,Ahmedabad,2012,58000,Petrol,Automatic,First,5.0,3.5,16.95,1197.0,78.9,Hyundai i10
4479,Coimbatore,2015,41008,Petrol,Manual,Second,5.0,4.87,20.36,1197.0,78.9,Hyundai i10
4480,Jaipur,2014,65000,Diesel,Manual,First,5.0,6.0,24.4,1120.0,71.0,Hyundai Xcent
4481,Mumbai,2015,19000,Diesel,Automatic,First,5.0,15.5,18.19,1968.0,174.5,Skoda Superb
4482,Pune,2008,74000,Petrol,Manual,Second,5.0,1.6,16.6,1388.0,68.0,Ford Fiesta
4483,Pune,2017,33000,Petrol,Automatic,First,5.0,7.25,21.4,1197.0,83.1,Maruti Baleno
4484,Mumbai,2010,95000,Diesel,Manual,Second,5.0,3.25,17.0,1896.0,105.0,Skoda Laura
4485,Kolkata,2012,34000,Diesel,Manual,First,5.0,3.4,20.64,1498.0,108.5,Volkswagen Vento
4486,Coimbatore,2014,102865,Diesel,Automatic,First,7.0,30.5,12.07,2967.0,241.4,Audi Q7
4487,Kochi,2016,52378,Petrol,Manual,First,5.0,7.97,17.0,1591.0,121.3,Hyundai Verna
4488,Delhi,2012,38000,Diesel,Automatic,First,5.0,13.51,14.84,2143.0,170.0,Mercedes-Benz New C-Class
4489,Kochi,2015,60334,Diesel,Manual,First,5.0,5.43,25.8,1498.0,98.6,Honda Amaze
4490,Chennai,2010,107000,Petrol,Manual,First,5.0,2.6,16.6,1388.0,68.0,Ford Fiesta
4491,Bangalore,2013,445000,Petrol,Manual,First,5.0,4.45,18.5,1197.0,82.9,Hyundai i20
4492,Kolkata,2017,2196,Petrol,Manual,First,5.0,2.75,22.74,796.0,47.3,Maruti Alto
4493,Kolkata,2010,24000,Petrol,Automatic,First,5.0,8.75,10.6,2996.0,258.0,BMW 5 Series
4495,Kochi,2018,64035,Diesel,Automatic,First,5.0,8.55,28.4,1248.0,73.75,Maruti Dzire
4496,Mumbai,2014,45600,Diesel,Manual,First,7.0,8.25,15.1,2179.0,140.0,Mahindra XUV500
4498,Coimbatore,2014,47439,Petrol,Manual,First,5.0,4.49,20.36,1197.0,78.9,Hyundai i10
4499,Hyderabad,2010,193254,Diesel,Manual,First,7.0,12.99,11.5,2982.0,171.0,Toyota Fortuner
4500,Bangalore,2016,29000,Petrol,Automatic,First,4.0,2.8,21.9,624.0,37.48,Tata Nano
4502,Hyderabad,2015,50000,Diesel,Automatic,First,7.0,47.5,12.07,2967.0,241.4,Audi Q7
4503,Mumbai,2016,42666,Petrol,Automatic,First,5.0,8.95,18.0,1497.0,117.3,Honda City
4504,Jaipur,2013,65000,Diesel,Manual,Second,5.0,5.5,19.01,1461.0,108.45,Renault Duster
4505,Jaipur,2014,18776,Petrol,Manual,First,5.0,4.75,17.8,1198.0,86.7,Honda Amaze
4506,Jaipur,2016,6714,Petrol,Manual,First,5.0,4.75,18.0,1198.0,86.7,Honda Amaze
4507,Pune,2009,40000,Petrol,Automatic,Second,5.0,9.5,12.05,1995.0,154.0,BMW 3 Series
4508,Coimbatore,2011,88539,Diesel,Manual,First,5.0,3.77,23.2,1248.0,73.94,Maruti Ritz
4509,Delhi,2012,65055,Petrol,Manual,Second,5.0,4.25,17.0,1497.0,118.0,Honda City
4510,Mumbai,2014,23000,Diesel,Automatic,First,5.0,19.9,18.88,1995.0,184.0,BMW 3 Series
4511,Chennai,2009,60000,Diesel,Manual,First,5.0,4.0,15.0,1896.0,105.0,Volkswagen Jetta
4512,Kochi,2013,59350,Petrol,Manual,First,5.0,4.16,19.1,1197.0,85.8,Maruti Swift
4514,Kochi,2016,45560,Petrol,Automatic,First,5.0,6.34,16.9,1197.0,82.0,Hyundai Xcent
4515,Pune,2009,118000,Diesel,Manual,First,8.0,4.5,12.8,2494.0,102.0,Toyota Innova
4517,Delhi,2012,60000,Diesel,Automatic,Second,5.0,10.2,15.2,1968.0,140.8,Audi A4
4518,Chennai,2007,145000,Diesel,Manual,First,8.0,5.0,12.8,2494.0,102.0,Toyota Innova
4519,Mumbai,2008,46810,Petrol,Manual,First,5.0,3.95,9.8,1995.0,163.5,Maruti Grand
4520,Coimbatore,2016,62767,Diesel,Manual,First,5.0,9.75,20.34,1498.0,103.2,Volkswagen Vento
4522,Hyderabad,2011,143143,Diesel,Manual,First,5.0,2.1,17.8,1399.0,67.0,Ford Fiesta
4525,Pune,2012,95000,Diesel,Manual,First,7.0,7.21,15.1,2179.0,140.0,Mahindra XUV500
4526,Chennai,2015,100000,Diesel,Manual,First,8.0,13.5,12.8,2494.0,102.0,Toyota Innova
4528,Bangalore,2014,87000,Diesel,Manual,First,7.0,7.4,12.05,2179.0,120.0,Mahindra Scorpio
4529,Kochi,2014,56838,Petrol,Automatic,First,5.0,5.15,16.8,1497.0,118.0,Honda City
4531,Kolkata,2011,125000,Petrol,Manual,First,5.0,3.25,17.0,1497.0,118.0,Honda City
4532,Kolkata,2017,17000,Petrol,Automatic,First,5.0,3.95,22.5,998.0,67.0,Maruti WagonR
4533,Pune,2013,70000,Petrol,Manual,Second,5.0,1.5,15.4,1193.0,65.0,Tata Indigo
4534,Pune,2010,50000,Petrol,Manual,Second,5.0,3.0,17.0,1197.0,80.0,Hyundai i20
4535,Kolkata,2010,39800,Petrol,Manual,First,5.0,1.99,16.0,1198.0,90.0,Honda Jazz
4537,Hyderabad,2009,58000,Diesel,Automatic,First,5.0,13.5,16.07,1995.0,181.0,BMW 3 Series
4539,Hyderabad,2013,85000,Diesel,Manual,First,5.0,8.5,19.01,1461.0,108.5,Nissan Terrano
4540,Pune,2010,84000,Diesel,Manual,Second,5.0,2.89,22.07,1199.0,73.9,Volkswagen Polo
4541,Mumbai,2011,51000,Diesel,Automatic,First,5.0,10.5,22.69,1995.0,190.0,BMW 3 Series
4542,Kochi,2013,68880,Petrol,Manual,First,5.0,3.97,16.95,1498.0,97.7,Nissan Sunny
4543,Chennai,2017,5500,Petrol,Automatic,First,5.0,4.25,24.07,998.0,67.1,Maruti Alto
4544,Coimbatore,2016,40052,Petrol,Manual,First,5.0,6.17,21.1,1197.0,85.8,Maruti Ritz
4545,Coimbatore,2016,47293,Diesel,Automatic,First,5.0,38.72,14.16,1968.0,174.3,Audi Q5
4546,Hyderabad,2013,79663,Diesel,Manual,First,5.0,6.5,16.8,1493.0,110.0,Hyundai Verna
4547,Jaipur,2013,63000,Diesel,Manual,Second,5.0,4.25,25.8,1498.0,98.6,Honda Amaze
4548,Kolkata,2014,45000,Diesel,Manual,First,5.0,4.75,26.0,1498.0,98.6,Honda City
4549,Kochi,2014,56501,Diesel,Automatic,First,7.0,17.71,12.9,2755.0,174.5,Toyota Fortuner
4550,Jaipur,2015,58000,Diesel,Manual,First,5.0,5.85,20.34,1498.0,103.2,Volkswagen Vento
4551,Coimbatore,2011,51602,Diesel,Automatic,First,5.0,17.27,22.48,1995.0,190.0,BMW 5 Series
4552,Hyderabad,2007,74199,Diesel,Automatic,First,5.0,9.25,16.07,1995.0,181.0,BMW 3 Series
4553,Ahmedabad,2017,25000,Petrol,Automatic,First,5.0,12.75,13.0,1591.0,121.3,Hyundai Creta
4554,Pune,2016,70000,Diesel,Automatic,Second,5.0,27.0,21.76,1995.0,190.0,BMW 3 Series
4555,Bangalore,2013,25000,Diesel,Automatic,Second,5.0,21.0,14.84,2143.0,167.62,Mercedes-Benz New C-Class
4556,Hyderabad,2017,22000,Diesel,Manual,First,5.0,7.95,26.59,1248.0,74.0,Maruti Swift
4557,Hyderabad,2015,47020,Petrol,Manual,Second,5.0,4.5,23.1,998.0,67.04,Maruti Celerio
4558,Mumbai,2017,8000,Diesel,Automatic,First,5.0,33.75,19.59,1995.0,187.74,BMW 3 Series
4559,Delhi,2010,73000,Diesel,Automatic,First,7.0,17.51,11.33,4134.0,335.2,Audi Q7
4560,Kochi,2017,36973,Petrol,Manual,First,5.0,6.8,18.2,1199.0,88.7,Honda Jazz
4561,Coimbatore,2014,42083,Petrol,Manual,First,4.0,1.68,25.4,624.0,37.48,Tata Nano
4562,Chennai,2016,61000,Petrol,Manual,First,5.0,2.9,24.7,796.0,47.3,Maruti Alto
4563,Mumbai,2014,43628,Petrol,Manual,First,5.0,3.16,22.5,998.0,67.04,Maruti WagonR
4564,Jaipur,2014,60000,Diesel,Manual,First,5.0,3.9,24.4,1120.0,71.0,Hyundai Xcent
4565,Delhi,2010,54000,Petrol,Manual,Second,5.0,1.95,17.8,1199.0,76.8,Chevrolet Beat
4568,Hyderabad,2012,80000,Diesel,Manual,First,5.0,4.5,21.27,1396.0,88.76,Hyundai i20
4570,Chennai,2018,3300,Diesel,Automatic,First,5.0,11.5,24.3,1248.0,88.5,Maruti Vitara
4571,Delhi,2016,35027,Petrol,Manual,First,5.0,3.0,24.07,998.0,67.1,Maruti Alto
4572,Coimbatore,2015,26568,Petrol,Manual,First,5.0,3.79,21.1,814.0,55.2,Hyundai EON
4573,Ahmedabad,2015,59000,Diesel,Manual,First,5.0,6.0,28.09,1248.0,88.5,Maruti Ciaz
4574,Bangalore,2016,51000,Diesel,Manual,First,5.0,13.25,19.67,1582.0,126.2,Hyundai Creta
4575,Delhi,2012,56400,Diesel,Automatic,First,5.0,8.0,17.2,1968.0,138.1,Skoda Superb
4576,Hyderabad,2015,80000,Diesel,Manual,First,5.0,5.8,20.14,1498.0,88.8,Volkswagen Polo
4578,Hyderabad,2013,107000,Diesel,Manual,Second,7.0,13.5,12.99,2494.0,100.6,Toyota Innova
4579,Pune,2014,100000,Diesel,Automatic,First,5.0,25.0,14.21,2143.0,203.0,Mercedes-Benz E-Class
4580,Kochi,2016,59998,Diesel,Manual,First,5.0,5.49,20.14,1498.0,88.8,Volkswagen Polo
4581,Hyderabad,2013,105000,Diesel,Automatic,First,5.0,19.0,17.32,1968.0,150.0,Audi Q3
4582,Kolkata,2011,36000,Petrol,Manual,First,5.0,2.5,18.5,1197.0,80.0,Hyundai i20
4583,Kolkata,2015,24350,Petrol,Manual,Second,5.0,3.0,19.81,1086.0,68.05,Hyundai i10
4585,Kochi,2017,8243,Petrol,Manual,First,5.0,3.21,21.1,814.0,55.2,Hyundai EON
4586,Chennai,2009,136642,Petrol,Manual,Second,5.0,1.55,17.92,1086.0,62.1,Hyundai Santro
4587,Hyderabad,2011,60000,Petrol,Manual,First,5.0,2.59,17.92,1086.0,62.1,Hyundai Santro
4588,Chennai,2008,100000,Diesel,Manual,Second,8.0,4.0,12.7,2609.0,120.0,Mahindra Scorpio
4589,Jaipur,2010,48689,Petrol,Manual,First,5.0,3.87,17.4,1497.0,117.3,Honda City
4590,Bangalore,2017,45000,Diesel,Manual,First,5.0,9.75,24.3,1248.0,88.5,Maruti Vitara
4591,Kochi,2019,38163,Diesel,Automatic,First,5.0,32.91,17.11,1968.0,174.33,Audi A4
4592,Chennai,2011,43800,Diesel,Automatic,Second,5.0,16.75,14.21,2143.0,203.0,Mercedes-Benz E-Class
4593,Jaipur,2007,92000,Petrol,Manual,First,5.0,1.9,13.5,1799.0,130.0,Honda Civic
4594,Kochi,2017,14064,Petrol,Manual,First,5.0,6.59,18.6,1197.0,81.83,Hyundai i20
4595,Coimbatore,2017,42366,Diesel,Automatic,First,5.0,31.93,15.73,1968.0,174.33,Audi Q3
4596,Jaipur,2014,76551,Diesel,Manual,First,5.0,7.25,25.1,1498.0,98.6,Honda City
4597,Pune,2008,72672,Petrol,Manual,First,5.0,1.9,19.81,1086.0,68.05,Hyundai i10
4598,Kolkata,2015,45000,Diesel,Manual,First,5.0,3.55,25.2,1248.0,74.0,Maruti Swift
4599,Hyderabad,2012,91696,Diesel,Automatic,First,7.0,9.25,11.4,2953.0,153.86,Ford Endeavour
4601,Coimbatore,2019,15456,Diesel,Automatic,First,5.0,36.64,20.68,1995.0,190.0,BMW X1
4602,Mumbai,2011,55000,Diesel,Automatic,Second,5.0,16.0,14.21,2143.0,203.0,Mercedes-Benz E-Class
4605,Ahmedabad,2014,61297,Diesel,Manual,First,5.0,4.35,25.8,1498.0,98.6,Honda Amaze
4606,Hyderabad,2006,80000,Petrol,Manual,Second,5.0,1.2,17.3,993.0,60.0,Maruti Zen
4607,Jaipur,2013,59000,Petrol,Manual,Second,5.0,4.1,18.5,1197.0,80.0,Hyundai i20
4608,Chennai,2009,150000,Diesel,Automatic,First,5.0,18.75,11.0,2993.0,235.0,BMW X5
4609,Coimbatore,2017,60083,Diesel,Manual,First,5.0,13.78,19.67,1582.0,126.2,Hyundai Creta
4610,Kolkata,2016,85450,Diesel,Manual,First,5.0,4.0,26.59,1248.0,74.0,Maruti Swift
4611,Jaipur,2013,88000,Diesel,Manual,First,5.0,4.33,22.9,1248.0,74.0,Maruti Swift
4612,Kochi,2015,81828,Diesel,Manual,First,5.0,5.43,24.0,1186.0,73.97,Hyundai Grand
4613,Mumbai,2016,18000,Petrol,Manual,First,5.0,4.9,18.16,1196.0,86.8,Ford Figo
4614,Chennai,2017,15000,Diesel,Automatic,First,5.0,70.0,15.97,2993.0,258.0,BMW X5
4615,Kolkata,2016,34000,Diesel,Automatic,First,5.0,25.5,11.78,2143.0,167.62,Mercedes-Benz New C-Class
4616,Ahmedabad,2015,46000,Petrol,Automatic,First,5.0,5.1,18.9,1197.0,82.0,Hyundai Grand
4617,Hyderabad,2013,48158,Diesel,Manual,First,5.0,6.7,22.32,1582.0,126.32,Hyundai Verna
4618,Hyderabad,2013,93000,Diesel,Automatic,First,5.0,26.5,16.73,2993.0,218.0,BMW 5 Series
4619,Ahmedabad,2013,71007,Diesel,Manual,First,5.0,3.9,23.08,1461.0,63.1,Nissan Micra
4620,Pune,2010,63067,Petrol,Manual,Second,5.0,2.7,15.5,1586.0,103.3,Maruti SX4
4622,Ahmedabad,2015,13000,Diesel,Automatic,First,5.0,23.0,16.55,1968.0,140.0,Audi A4
4623,Pune,2009,140000,Diesel,Manual,Second,5.0,2.49,17.8,1248.0,75.0,Maruti Swift
4624,Jaipur,2015,130000,Diesel,Manual,First,5.0,4.5,25.2,1248.0,74.0,Maruti Swift
4625,Delhi,2011,89401,Diesel,Manual,First,5.0,4.5,21.43,1364.0,87.2,Toyota Corolla
4626,Hyderabad,2015,67000,Diesel,Manual,First,5.0,6.9,27.3,1498.0,98.6,Honda Jazz
4631,Pune,2010,85000,Petrol,Manual,First,5.0,1.46,15.3,1596.0,101.0,Ford Fiesta
4632,Pune,2012,83000,Diesel,Automatic,First,5.0,6.0,19.08,1582.0,126.32,Hyundai Verna
4633,Jaipur,2016,26000,Petrol,Manual,First,5.0,3.0,21.7,999.0,67.0,Renault KWID
4634,Delhi,2012,27000,Diesel,Manual,First,5.0,3.5,22.3,1248.0,88.8,Tata Indica
4635,Kochi,2018,37746,Diesel,Manual,First,5.0,7.59,21.19,1396.0,88.73,Hyundai i20
4636,Mumbai,2009,63274,Petrol,Manual,Second,5.0,1.99,15.0,1586.0,104.68,Maruti SX4
4637,Hyderabad,2016,25000,Petrol,Manual,First,5.0,3.8,25.17,799.0,53.3,Renault KWID
4638,Bangalore,2013,197000,Diesel,Manual,First,7.0,4.0,11.68,2498.0,112.0,Mahindra Xylo
4639,Bangalore,2013,45010,Petrol,Manual,Second,5.0,2.95,21.1,814.0,55.2,Hyundai EON
4640,Delhi,2013,75348,Diesel,Manual,First,5.0,3.75,25.8,1498.0,98.6,Honda Amaze
4641,Kolkata,2010,90110,Diesel,Manual,First,5.0,2.5,22.07,1199.0,73.9,Volkswagen Polo
4642,Pune,2011,102013,Petrol,Manual,First,5.0,3.75,17.0,1497.0,118.0,Honda City
4643,Pune,2015,36000,Diesel,Automatic,First,7.0,22.0,12.55,2982.0,168.5,Toyota Fortuner
4644,Kochi,2017,37578,Petrol,Manual,First,5.0,6.14,18.0,1198.0,86.7,Honda Amaze
4646,Hyderabad,2014,46559,Petrol,Automatic,First,5.0,3.75,23.1,998.0,67.04,Maruti Celerio
4647,Mumbai,2015,48000,Diesel,Manual,First,8.0,11.75,12.99,2494.0,100.6,Toyota Innova
4650,Chennai,2012,85000,Diesel,Automatic,Third,5.0,10.0,17.05,1995.0,184.0,BMW X1
4651,Mumbai,2014,32000,Petrol,Automatic,First,5.0,5.55,14.3,1598.0,103.5,Skoda Rapid
4652,Kochi,2012,60818,Petrol,Manual,First,5.0,3.59,16.09,1598.0,103.5,Volkswagen Vento
4653,Coimbatore,2019,35188,Diesel,Manual,First,5.0,11.13,22.77,1498.0,98.59,Ford EcoSport
4654,Jaipur,2012,110000,Diesel,Manual,First,7.0,7.2,15.1,2179.0,140.0,Mahindra XUV500
4655,Mumbai,2014,61000,Diesel,Manual,First,5.0,2.98,18.6,1388.0,67.0,Ford Fiesta
4656,Pune,2010,75000,Petrol,Manual,Second,5.0,1.7,17.92,1086.0,62.1,Hyundai Santro
4658,Pune,2003,69966,Petrol,Manual,First,5.0,0.95,19.7,796.0,46.3,Maruti Alto
4659,Mumbai,2016,42000,Petrol,Manual,First,5.0,9.25,17.8,1497.0,117.3,Honda City
4662,Chennai,2005,128000,Diesel,Manual,Second,8.0,4.25,12.8,2494.0,102.0,Toyota Innova
4663,Bangalore,2008,78000,Diesel,Automatic,Second,5.0,7.2,16.07,1995.0,181.0,BMW 3 Series
4664,Hyderabad,2011,53080,Petrol,Manual,First,5.0,4.4,18.6,1197.0,85.8,Maruti Swift
4665,Pune,2011,66000,Petrol,Manual,Second,5.0,4.25,15.04,1598.0,103.6,Volkswagen Vento
4666,Ahmedabad,2012,25000,Petrol,Manual,First,7.0,5.35,16.02,1373.0,93.7,Maruti Ertiga
